año;distrito;barrio;total;españoles
1 de enero de 2024;07. Chamberí;072. Arapiles;24.931;21.101
1 de enero de 2024;07. Chamberí;073. Trafalgar;25.328;20.536
1 de enero de 2024;07. Chamberí;074. Almagro;19.992;16.385
1 de enero de 2024;07. Chamberí;075. Ríos Rosas;27.962;23.772
1 de enero de 2024;07. Chamberí;076. Vallehermoso;20.238;18.225
1 de enero de 2024;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;253.898;226.207
1 de enero de 2024;08. Fuencarral-El Pardo;081. El Pardo;3.460;3.259
1 de enero de 2024;08. Fuencarral-El Pardo;082. Fuentelarreina;3.498;3.226
1 de enero de 2024;08. Fuencarral-El Pardo;083. Peñagrande;44.844;40.688
1 de enero de 2024;08. Fuencarral-El Pardo;084. Pilar;46.543;39.590
1 de enero de 2024;08. Fuencarral-El Pardo;085. La Paz;32.343;30.329
1 de enero de 2024;08. Fuencarral-El Pardo;086. Valverde;66.870;56.164
1 de enero de 2024;08. Fuencarral-El Pardo;087. Mirasierra;36.744;34.717
1 de enero de 2024;08. Fuencarral-El Pardo;088. El Goloso;19.596;18.234
1 de enero de 2024;09. Moncloa-Aravaca;09. Moncloa-Aravaca;125.223;108.522
1 de enero de 2024;09. Moncloa-Aravaca;091. Casa de Campo;12.946;11.646
1 de enero de 2024;09. Moncloa-Aravaca;092. Argüelles;24.987;20.435
1 de enero de 2024;09. Moncloa-Aravaca;093. Ciudad Universitaria;16.876;14.881
1 de enero de 2024;09. Moncloa-Aravaca;094. Valdezarza;31.614;27.100
1 de enero de 2024;09. Moncloa-Aravaca;095. Valdemarín;7.451;6.715
1 de enero de 2024;09. Moncloa-Aravaca;096. El Plantío;3.156;2.795
1 de enero de 2024;09. Moncloa-Aravaca;097. Aravaca;28.193;24.950
1 de enero de 2024;10. Latina;10. Latina;250.396;197.424
1 de enero de 2024;10. Latina;101. Los Cármenes;18.423;14.634
1 de enero de 2024;10. Latina;102. Puerta del Ángel;45.513;34.004
1 de enero de 2024;10. Latina;103. Lucero;38.072;29.413
1 de enero de 2024;10. Latina;104. Aluche;68.973;54.333
1 de enero de 2024;10. Latina;105. Campamento;20.657;15.254
1 de enero de 2024;10. Latina;106. Cuatro Vientos;6.417;5.591
1 de enero de 2024;10. Latina;107. Águilas;52.341;44.195
1 de enero de 2024;11. Carabanchel;11. Carabanchel;274.406;203.602
1 de enero de 2024;11. Carabanchel;111. Comillas;23.466;18.099
1 de enero de 2024;11. Carabanchel;112. Opañel;35.513;25.821
1 de enero de 2024;11. Carabanchel;113. San Isidro;42.184;31.191
1 de enero de 2024;11. Carabanchel;114. Vista Alegre;50.153;35.440
1 de enero de 2024;11. Carabanchel;115. Puerta Bonita;38.781;27.006
1 de enero de 2024;11. Carabanchel;116. Buenavista;51.040;41.793
1 de enero de 2024;11. Carabanchel;117. Abrantes;33.269;24.252
1 de enero de 2024;12. Usera;12. Usera;149.113;107.421
1 de enero de 2024;12. Usera;121. Orcasitas;23.482;20.544
1 de enero de 2024;12. Usera;122. Orcasur;14.851;11.534
1 de enero de 2024;12. Usera;123. San Fermín;24.510;18.783
1 de enero de 2024;12. Usera;124. Almendrales;23.927;16.279
1 de enero de 2024;12. Usera;125. Moscardó;27.873;18.736
1 de enero de 2024;12. Usera;126. Zofío;15.298;10.398
1 de enero de 2024;12. Usera;127. Pradolongo;19.172;11.147
1 de enero de 2024;13. Puente de Vallecas;13. Puente de Vallecas;253.048;190.208
1 de enero de 2024;13. Puente de Vallecas;131. Entrevías;36.851;28.815
1 de enero de 2024;13. Puente de Vallecas;132. San Diego;49.339;30.893
1 de enero de 2024;13. Puente de Vallecas;133. Palomeras Bajas;41.755;33.602
1 de enero de 2024;13. Puente de Vallecas;134. Palomeras Sureste;44.396;36.894
1 de enero de 2024;13. Puente de Vallecas;135. Portazgo;29.746;23.674
1 de enero de 2024;13. Puente de Vallecas;136. Numancia;50.961;36.330
1 de enero de 2024;14. Moratalaz;14. Moratalaz;95.123;81.880
1 de enero de 2024;14. Moratalaz;141. Pavones;9.208;7.742
1 de enero de 2024;14. Moratalaz;142. Horcajo;6.421;5.823
1 de enero de 2024;14. Moratalaz;143. Marroquina;26.378;24.031
1 de enero de 2024;14. Moratalaz;144. Media Legua;17.787;15.430
1 de enero de 2024;14. Moratalaz;145. Fontarrón;18.000;14.380
1 de enero de 2024;14. Moratalaz;146. Vinateros;17.329;14.474
1 de enero de 2024;15. Ciudad Lineal;15. Ciudad Lineal;230.035;186.354
1 de enero de 2024;15. Ciudad Lineal;151. Ventas;52.223;40.821
1 de enero de 2024;15. Ciudad Lineal;152. Pueblo Nuevo;65.874;50.757
1 de enero de 2024;15. Ciudad Lineal;153. Quintana;26.762;20.256
1 de enero de 2024;15. Ciudad Lineal;154. Concepción;22.256;18.239
1 de enero de 2024;15. Ciudad Lineal;155. San Pascual;19.019;16.686
1 de enero de 2024;15. Ciudad Lineal;156. San Juan Bautista;13.120;11.498
1 de enero de 2024;15. Ciudad Lineal;157. Colina;6.810;5.902
1 de enero de 2024;15. Ciudad Lineal;158. Atalaya;1.672;1.455
1 de enero de 2024;15. Ciudad Lineal;159. Costillares;22.299;20.740
1 de enero de 2024;16. Hortaleza;16. Hortaleza;205.182;177.056
1 de enero de 2024;16. Hortaleza;161. Palomas;7.018;6.244
1 de enero de 2024;16. Hortaleza;162. Piovera;15.455;12.574
1 de enero de 2024;16. Hortaleza;163. Canillas;40.440;35.365
1 de enero de 2024;16. Hortaleza;164. Pinar del Rey;53.313;45.244
1 de enero de 2024;16. Hortaleza;165. Apóstol Santiago;15.842;13.770
1 de enero de 2024;16. Hortaleza;166. Valdefuentes;73.114;63.859
1 de enero de 2024;17. Villaverde;17. Villaverde;167.952;123.806
1 de enero de 2024;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";50.266;36.554
1 de enero de 2024;17. Villaverde;172. San Cristóbal;18.870;11.052
1 de enero de 2024;17. Villaverde;173. Butarque;22.375;18.434
1 de enero de 2024;17. Villaverde;174. Los Rosales;39.648;29.806
1 de enero de 2024;17. Villaverde;175. Ángeles;36.793;27.960
1 de enero de 2024;18. Villa de Vallecas;18. Villa de Vallecas;122.337;101.340
1 de enero de 2024;18. Villa de Vallecas;181. Casco Histórico de Vallecas;41.984;32.689
1 de enero de 2024;18. Villa de Vallecas;182. Santa Eugenia;24.168;21.165
1 de enero de 2024;18. Villa de Vallecas;183. Ensanche de Vallecas;56.185;47.486
1 de enero de 2024;19. Vicálvaro;19. Vicálvaro;89.772;75.231
1 de enero de 2024;19. Vicálvaro;191. Casco Histórico de Vicálvaro;37.018;27.846
1 de enero de 2024;19. Vicálvaro;192. Valdebernardo;17.693;15.730
1 de enero de 2024;19. Vicálvaro;193. Valderrivas;17.868;16.947
1 de enero de 2024;19. Vicálvaro;194. El Cañaveral;17.193;14.708
1 de enero de 2024;20. San Blas-Canillejas;20. San Blas-Canillejas;166.583;136.455
1 de enero de 2024;20. San Blas-Canillejas;201. Simancas;30.158;22.867
1 de enero de 2024;20. San Blas-Canillejas;202. Hellín;9.965;7.802
1 de enero de 2024;20. San Blas-Canillejas;203. Amposta;9.749;7.070
1 de enero de 2024;20. San Blas-Canillejas;204. Arcos;26.280;22.146
1 de enero de 2024;20. San Blas-Canillejas;205. Rosas;30.838;28.566
1 de enero de 2024;20. San Blas-Canillejas;206. Rejas;18.196;14.338
1 de enero de 2024;20. San Blas-Canillejas;207. Canillejas;29.943;23.487
1 de enero de 2024;20. San Blas-Canillejas;208. El Salvador;11.454;10.179
1 de enero de 2024;21. Barajas;21. Barajas;49.612;43.869
1 de enero de 2024;21. Barajas;211. Alameda de Osuna;19.875;18.300
1 de enero de 2024;21. Barajas;212. Aeropuerto;1.949;1.449
1 de enero de 2024;21. Barajas;213. Casco Histórico de Barajas;7.625;5.979
1 de enero de 2024;21. Barajas;214. Timón;12.400;10.992
1 de enero de 2024;21. Barajas;215. Corralejos;7.763;7.149
